movieId,title,genre,year_of_release,userId,rating,timestamp
33148,King's Ransom,Comedy|Crime,2005,232,3,2008-08-08 04:27:47
33154,Enron: The Smartest Guys in the Room,Documentary,2005,68,3,2013-03-22 03:24:57
33158,xXx: State of the Union,Action|Crime|Thriller,2005,610,2,2017-05-03 21:41:53
33162,Kingdom of Heaven,Action|Drama|Romance|War,2005,438,2,2005-05-08 23:57:33
33171,Mysterious Skin,Drama|Mystery,2004,480,4,2007-05-14 17:20:42
33188,Mischief,Comedy|Romance,1985,387,3,2006-08-13 06:21:22
33201,Between Your Legs,Drama|Mystery|Romance|Thriller,1999,125,5,2016-09-19 14:40:02
33237,San Francisco,Drama|Musical|Romance,1936,606,4,2007-02-18 19:10:12
33294,Vampire Hunter D,Animation|Fantasy|Horror,1985,599,3,2017-06-26 23:12:12
33310,"Common Thread, A",Drama|Romance,2004,606,5,2009-06-09 18:21:55
33312,"Cocoanuts, The",Comedy|Musical,1929,369,4,2009-03-15 02:01:10
33421,Dear Wendy,Drama,2005,187,4,2006-10-26 07:58:31
33435,Los Angeles Plays Itself,Documentary,2003,599,4,2018-02-21 00:45:52
33437,Unleashed,Action|Crime|Drama|Thriller,2005,610,4,2017-05-03 21:40:03
33493,Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Scifi,2005,478,4,2005-07-15 22:43:44
33495,Kicking & Screaming,Comedy,2005,480,4,2007-05-14 18:08:11
33499,Monster-in-Law,Comedy|Romance,2005,563,3,2015-09-10 00:45:21
33558,"Snow Walker, The",Adventure|Drama,2003,28,3,2009-02-28 07:35:20
33564,Divorce - Italian Style,Comedy,1961,168,5,2011-05-31 00:35:57
33615,Madagascar,Adventure|Animation|Children|Comedy,2005,331,3,2018-09-17 04:27:29
33629,Airborne,Adventure|Comedy,1993,599,3,2018-02-20 10:58:47
33639,Mad Hot Ballroom,Children|Documentary,2005,474,4,2005-11-02 20:03:06
33644,Dominion: Prequel to the Exorcist,Horror|Thriller,2005,380,3,2017-05-14 21:22:14
33649,Saving Face,Comedy|Drama|Romance,2004,596,5,2018-09-01 19:25:05
33660,Cinderella Man,Drama|Romance,2005,326,5,2011-12-26 17:48:51
33669,"Sisterhood of the Traveling Pants, The",Adventure|Comedy|Drama,2005,563,4,2015-09-10 00:33:21
33672,Lords of Dogtown,Action|Comedy|Drama,2005,414,4,2005-10-10 20:40:50
33677,Rock School,Documentary,2005,292,4,2010-12-28 18:59:29
33681,"Adventures of Sharkboy and Lavagirl 3-D, The",Action|Adventure|Children|Fantasy,2005,307,1,2007-08-02 19:55:24
33683,High Tension,Horror|Thriller,2003,610,4,2017-05-03 21:51:32
33725,It's All Gone Pete Tong,Comedy|Drama|Musical,2004,608,4,2006-05-09 21:40:48
33779,Eddie Izzard: Dress to Kill,Comedy,1999,63,5,2015-09-25 17:10:56
33781,Quo Vadis,Drama|Romance,1951,50,3,2017-12-25 22:16:02
33794,Batman Begins,Action|Crime|IMAX,2005,475,5,2017-06-21 07:17:01
33801,Godzilla: Final Wars,Action|Adventure|Fantasy|Scifi,2004,599,3,2018-02-20 10:09:27
33815,"Perfect Man, The",Comedy|Drama|Romance,2005,563,3,2015-09-10 00:44:50
33826,Saint Ralph,Comedy|Drama,2004,414,3,2006-09-15 21:24:03
33830,Herbie: Fully Loaded,Adventure|Comedy|Romance,2005,89,5,2018-03-07 07:55:25
33834,Land of the Dead,Action|Horror|Thriller,2005,274,4,2007-02-20 21:50:24
33836,Bewitched,Comedy|Fantasy|Romance,2005,382,2,2018-01-05 17:48:14
33838,Rize,Documentary,2005,414,4,2008-07-15 19:09:24
33880,Me and You and Everyone We Know,Comedy|Drama,2005,175,4,2009-02-09 14:09:34
33893,"Perfect Crime, The",Comedy|Crime|Thriller,2004,432,5,2011-09-05 17:40:24
33896,3 Extremes,Horror,2004,387,4,2007-12-30 11:08:01
33903,"Edukators, The",Comedy|Crime|Drama|Romance,2004,420,5,2008-08-06 15:33:47
33966,Cop and ½,Comedy,1993,599,2,2017-06-26 19:10:18
34018,At the Circus,Comedy|Musical,1939,448,3,2007-02-11 14:18:14
34048,War of the Worlds,Action|Adventure|Scifi|Thriller,2005,339,4,2016-04-09 06:45:21
34072,March of the Penguins,Documentary,2005,590,4,2009-11-17 00:39:27
34129,Rebound,Comedy,2005,232,3,2008-08-08 04:24:17
34148,"Beat That My Heart Skipped, The",Drama,2005,510,3,2006-02-28 21:01:56
34150,Fantastic Four,Action|Adventure|Scifi,2005,475,4,2017-06-21 07:42:11
34153,Murderball,Documentary,2005,68,4,2009-12-17 21:34:15
34162,Wedding Crashers,Comedy|Romance,2005,484,4,2012-07-14 20:09:53
34164,Happy Endings,Comedy|Drama,2005,356,4,2008-12-13 04:00:14
34271,Hustle & Flow,Crime|Drama,2005,484,4,2012-07-14 21:20:48
34292,Hardware,Action|Horror|Scifi,1990,599,2,2017-08-07 13:16:16
34312,"Calcium Kid, The",Comedy,2004,89,5,2018-03-07 07:57:42
34319,"Island, The",Action|Scifi|Thriller,2005,414,4,2006-07-24 14:52:52
34321,Bad News Bears,Children|Comedy,2005,232,3,2008-08-08 03:53:21
34323,"Devil's Rejects, The",Action|Crime|Horror,2005,274,5,2007-02-21 02:40:54
34326,Last Days,Drama,2005,307,2,2007-08-04 21:58:47
34330,November,Drama|Mystery,2004,230,3,2007-11-29 02:47:55
34332,Sky High,Action|Adventure|Children|Comedy,2005,89,5,2018-03-07 07:57:31
34334,Stealth,Action|Adventure|Scifi|Thriller,2005,438,3,2005-12-26 19:20:58
34336,Must Love Dogs,Comedy|Romance,2005,177,3,2015-07-02 11:42:56
34338,"Aristocrats, The",Comedy|Documentary,2005,462,4,2005-09-02 04:51:56
34359,Georgy Girl,Comedy,1966,474,4,2005-07-25 20:28:06
34397,"Order, The",Action|Adventure|Drama|Thriller,2001,210,3,2017-12-22 11:51:13
34405,Serenity,Action|Adventure|Scifi,2005,483,5,2008-07-12 14:23:11
34437,Broken Flowers,Comedy|Drama,2005,352,4,2017-05-01 21:37:28
34450,Miracles - Mr. Canton and Lady Rose,Action|Comedy|Crime|Drama,1989,610,5,2016-11-19 07:57:56
34520,"Dukes of Hazzard, The",Action|Adventure|Comedy,2005,489,2,2012-04-07 21:08:54
34523,The Chumscrubber,Comedy|Drama,2005,298,2,2016-07-02 20:02:00
34528,Junebug,Comedy|Drama,2005,288,3,2008-04-24 13:29:54
34530,Deuce Bigalow: European Gigolo,Comedy,2005,307,2,2007-08-04 20:32:16
34532,"Skeleton Key, The",Drama|Horror|Mystery|Thriller,2005,232,3,2007-10-18 01:15:57
34534,Four Brothers,Action|Crime|Drama,2005,140,5,2005-08-23 19:31:26
34536,The Great Raid,Action|Drama|War,2005,140,3,2006-12-20 20:10:07
34540,Pretty Persuasion,Comedy|Drama,2005,414,3,2008-07-15 19:32:44
34542,Grizzly Man,Documentary,2005,68,4,2012-03-24 22:37:42
34800,Private Resort,Comedy,1985,599,2,2018-02-20 14:39:30
34811,Pusher II: With Blood on My Hands,Action|Crime|Drama|Thriller,2004,599,3,2017-06-26 22:47:51
35015,Duma,Adventure|Drama,2005,474,4,2006-06-12 20:11:58
35347,Animal Farm,Animation|Drama,1954,605,1,2010-06-21 05:07:12
35807,"Teahouse of the August Moon, The",Comedy,1956,89,4,2018-03-07 07:56:49
35836,"40-Year-Old Virgin, The",Comedy|Romance,2005,480,4,2007-05-14 16:34:45
35957,Red Eye,Horror|Thriller,2005,610,3,2017-05-03 22:15:14
36276,Hidden,Drama|Mystery|Thriller,2005,438,2,2006-03-19 21:51:23
36289,Asterix & Obelix vs. Caesar,Adventure|Children|Comedy|Fantasy,1999,534,4,2016-04-04 19:11:23
36363,Kin-Dza-Dza!,Comedy|Drama|Scifi,1986,105,4,2015-11-04 04:09:01
36397,Valiant,Adventure|Animation|Children|Comedy|Fantasy|War,2005,483,2,2008-07-12 13:59:43
36401,"Brothers Grimm, The",Comedy|Fantasy|Horror|Thriller,2005,600,4,2009-03-22 23:29:29
36477,"Baxter, The",Comedy|Drama|Romance,2005,480,4,2007-05-14 17:30:39
36509,"Cave, The",Action|Adventure|Horror|Mystery|Scifi|Thriller,2005,232,2,2006-10-26 02:18:04
36517,"Constant Gardener, The",Drama|Thriller,2005,599,3,2017-06-26 22:11:42
36519,Transporter 2,Action|Crime|Thriller,2005,387,3,2007-09-29 05:54:50
36525,Just Like Heaven,Comedy|Fantasy|Romance,2005,605,1,2010-06-22 03:02:52
36527,Proof,Drama,2005,480,4,2007-05-14 17:28:43
36529,Lord of War,Action|Crime|Drama|Thriller|War,2005,326,4,2011-11-25 20:10:36
36533,Cry_Wolf,Drama|Horror|Mystery|Thriller,2005,232,2,2008-08-08 04:52:21
36535,Everything Is Illuminated,Comedy|Drama,2005,606,4,2007-03-10 23:44:03
36537,Thumbsucker,Comedy|Drama,2005,298,3,2016-07-02 20:01:47
36708,Family Guy Presents Stewie Griffin: The Untold Story,Adventure|Animation|Comedy,2005,480,3,2007-05-14 16:55:06
36850,Police Story 2,Action|Comedy|Crime|Thriller,1988,610,5,2016-11-19 07:59:26
36931,New Police Story,Action|Crime|Drama,2004,610,4,2016-11-19 07:59:30
37211,Go West,Comedy|Musical|Western,1940,448,3,2007-02-11 14:18:05
37240,Why We Fight,Documentary,2005,414,4,2006-09-01 17:40:36
37380,Doom,Action|Horror|Scifi,2005,610,2,2017-05-03 21:28:48
37382,Domino,Crime|Drama|Thriller,2005,580,4,2007-01-01 18:07:07
37384,Waiting...,Comedy,2005,599,2,2017-06-26 20:52:29
37386,Aeon Flux,Action|Scifi,2005,382,4,2018-01-05 17:16:43
37444,Frankenstein 90,Comedy|Horror|Romance,1984,89,4,2018-03-07 08:00:58
37475,"Unfinished Life, An",Drama,2005,274,3,2009-09-25 21:32:58
37477,"Man, The",Action|Comedy|Crime,2005,232,3,2008-08-08 04:26:55
37495,Survive Style 5+,Fantasy|Mystery|Romance|Thriller,2004,560,4,2016-08-03 01:09:28
37545,Woyzeck,Drama,1979,50,3,2017-12-25 22:15:27
37720,"Exorcism of Emily Rose, The",Crime|Drama|Horror|Thriller,2005,232,3,2007-06-27 02:04:08
37727,Flightplan,Action|Drama|Thriller,2005,599,2,2017-06-26 19:19:47
37729,Corpse Bride,Animation|Comedy|Fantasy|Musical|Romance,2005,362,5,2018-07-03 18:52:25
37731,Green Street Hooligans,Crime|Drama,2005,414,4,2008-07-15 18:36:06
37733,"History of Violence, A",Action|Crime|Drama|Thriller,2005,380,5,2017-05-06 11:49:36
37739,"Greatest Game Ever Played, The",Drama,2005,28,3,2009-02-28 07:35:32
37741,Capote,Crime|Drama,2005,382,5,2018-01-05 17:10:30
37830,Final Fantasy VII: Advent Children,Action|Adventure|Animation|Fantasy|Scifi,2004,608,3,2006-05-11 15:51:59
37844,Roll Bounce,Comedy|Drama|Romance,2005,480,2,2007-05-14 18:10:58
37853,Into the Blue,Action|Adventure|Crime|Thriller,2005,232,3,2008-08-08 04:42:26
37857,MirrorMask,Adventure|Children|Drama|Fantasy,2005,600,3,2009-03-22 23:28:21
38038,Wallace & Gromit in The Curse of the Were-Rabbit,Adventure|Animation|Children|Comedy,2005,448,4,2011-01-01 18:55:34
38061,Kiss Kiss Bang Bang,Comedy|Crime|Mystery|Thriller,2005,506,5,2015-02-21 02:48:13
38095,"Bittersweet Life, A",Action|Crime|Drama,2005,560,4,2016-07-28 02:51:30
38159,"Short Film About Love, A",Drama|Romance,1988,105,5,2015-11-04 06:36:41
38164,"All This, and Heaven Too",Drama|Romance,1940,345,4,2012-07-20 23:56:51
38198,Darwin's Nightmare,Documentary,2004,462,4,2010-12-26 14:26:36
38294,Beowulf & Grendel,Action|Adventure|Drama|Fantasy,2005,249,3,2012-11-28 12:41:37
38304,No Direction Home: Bob Dylan,Documentary,2005,227,4,2015-11-11 02:54:28
38388,Goal! The Dream Begins,Drama,2005,7,4,2006-06-05 22:59:41
38583,"Wraith, The",Action|Horror|Scifi|Thriller,1986,514,3,2018-08-10 23:53:22
38798,In Her Shoes,Comedy|Drama,2005,480,2,2007-05-14 17:05:51
38886,"Squid and the Whale, The",Comedy|Drama,2005,610,4,2017-05-03 21:35:01
38992,Two for the Money,Drama,2005,274,4,2007-02-21 02:46:19
39183,Brokeback Mountain,Drama|Romance,2005,414,4,2006-10-27 15:08:49
39231,Elizabethtown,Comedy|Drama|Romance,2005,606,4,2007-03-05 00:28:23
39234,North Country,Drama,2005,307,3,2007-08-04 20:05:03
39292,"Good Night, and Good Luck.",Crime|Drama,2005,606,5,2007-02-18 16:33:53
39307,Dreamer: Inspired by a True Story,Children|Drama,2005,140,3,2006-08-25 18:27:36
39381,"Proposition, The",Crime|Drama|Western,2005,610,4,2017-05-03 21:29:33
39414,Shopgirl,Comedy|Drama|Romance,2005,489,2,2012-04-07 21:10:03
39427,Stay,Thriller,2005,414,4,2005-10-23 15:12:08
39435,"Legend of Zorro, The",Action|Adventure|Drama|Western,2005,232,4,2008-08-08 03:20:18
39444,"Weather Man, The",Comedy|Drama,2005,600,1,2009-03-22 09:41:15
39446,Saw II,Horror|Thriller,2005,610,3,2017-05-03 21:48:49
39449,Prime,Comedy|Drama|Romance,2005,177,3,2015-07-02 11:53:29
39516,Don't Move,Drama,2004,526,5,2017-08-07 19:25:27
39715,American Pie Presents: Band Camp,Comedy,2005,606,1,2007-04-25 22:20:44
39801,"Great Yokai War, The",Adventure|Comedy|Fantasy|Horror,2005,599,2,2018-02-20 10:12:18
39869,Manderlay,Drama,2005,187,5,2006-10-26 08:08:03
40148,Revolver,Crime|Drama|Thriller,2005,553,5,2008-08-24 05:41:46
40278,Jarhead,Action|Drama|War,2005,610,4,2017-05-03 21:02:42
40339,Chicken Little,Action|Adventure|Animation|Children|Comedy|Scifi,2005,580,2,2007-01-03 02:52:36
40412,Dead Man's Shoes,Crime|Thriller,2004,351,5,2012-02-10 15:51:05
40414,Joyeux Noël,Drama|War,2005,560,4,2016-07-28 03:16:44
40478,Night of the Lepus,Horror|Scifi|Thriller,1972,514,3,2018-08-11 00:10:14
40491,"Match Factory Girl, The",Comedy|Drama,1990,567,5,2018-05-02 17:29:57
40578,Sword of the Beast,Action|Drama,1965,599,3,2018-02-21 20:19:46
40581,Just Friends,Comedy|Romance,2005,111,5,2018-01-17 01:26:30
40583,Syriana,Drama|Thriller,2005,606,4,2007-09-22 13:03:41
40597,One-Way Ticket to Mombasa,Comedy|Drama,2002,489,2,2012-04-05 20:05:23
40614,Derailed,Drama|Thriller,2005,380,3,2017-05-13 17:31:49
40617,Creep,Horror|Thriller,2004,380,3,2017-05-14 21:22:05
40629,Pride & Prejudice,Drama|Romance,2005,600,2,2009-03-24 01:42:10
40723,Wolf Creek,Crime|Horror|Thriller,2005,274,4,2007-12-09 08:10:49
40732,"Descent, The",Adventure|Drama|Horror|Thriller,2005,380,5,2017-05-06 11:52:16
40815,Harry Potter and the Goblet of Fire,Adventure|Fantasy|Thriller|IMAX,2005,475,5,2017-06-21 07:31:17
40819,Walk the Line,Drama|Musical|Romance,2005,356,5,2008-12-13 04:45:01
40826,Rent,Drama|Musical|Romance,2005,499,4,2010-11-17 02:17:03
40851,Zathura,Action|Adventure|Children|Fantasy,2005,232,3,2007-06-27 02:08:49
40870,C.R.A.Z.Y.,Drama,2005,110,4,2007-03-31 08:31:25
40946,Sarah Silverman: Jesus Is Magic,Comedy|Musical,2005,232,2,2008-04-04 04:21:43
40955,Breakfast on Pluto,Comedy|Drama,2005,596,4,2018-09-01 20:12:28
40959,"Ice Harvest, The",Action|Comedy|Crime|Thriller,2005,68,3,2010-06-08 00:47:30
40966,"Libertine, The",Drama,2004,387,4,2006-03-22 07:05:06
41014,"Bird with the Crystal Plumage, The",Crime|Horror|Mystery|Thriller,1970,606,4,2007-02-15 00:51:23
41285,Match Point,Crime|Drama|Romance,2005,600,4,2009-03-22 23:15:41
41527,Paradise Now,Crime|Drama|Thriller|War,2005,414,4,2006-04-24 17:48:45
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",Adventure|Children|Fantasy,2005,474,5,2006-01-02 02:12:02
41571,Memoirs of a Geisha,Drama|Romance,2005,414,4,2006-12-27 19:53:14
41573,"Family Stone, The",Comedy|Drama|Romance,2005,480,3,2007-05-14 17:42:35
41617,Havoc,Crime|Drama|Romance,2005,387,3,2007-01-05 05:58:16
41627,Samurai Rebellion,Action|Drama,1967,599,4,2018-02-21 03:29:17
41712,"Room for Romeo Brass, A",Comedy|Drama,1999,610,4,2016-11-19 08:53:53
41716,"Matador, The",Comedy|Drama|Thriller,2005,480,4,2007-05-14 17:28:32
41724,Wal-Mart: The High Cost of Low Price,Documentary,2005,68,5,2009-04-18 22:25:46
41769,Mozart and the Whale,Comedy|Drama|Romance,2005,232,3,2007-06-27 02:12:39
41828,Don't Look Now: We're Being Shot At,Comedy|War,1966,89,5,2018-03-07 07:57:14
41863,"Three Burials of Melquiades Estrada, The",Adventure|Crime|Drama,2006,318,4,2012-01-02 16:02:17
41997,Munich,Action|Crime|Drama|Thriller,2005,318,4,2010-01-06 19:24:21
42004,Transamerica,Adventure|Comedy|Drama,2005,606,4,2007-03-24 00:28:20
42007,Rumor Has It...,Comedy|Drama|Romance,2005,111,3,2018-01-17 01:30:45
42009,Cheaper by the Dozen 2,Adventure|Comedy,2005,140,2,2006-07-14 17:36:57
42011,Fun with Dick and Jane,Comedy|Crime,2005,599,3,2017-06-26 22:03:07
42013,"Ringer, The",Comedy,2005,480,2,2007-05-14 18:10:56
42015,Casanova,Action|Adventure|Comedy|Drama|Romance,2005,177,4,2015-07-02 11:49:43
42018,Mrs. Henderson Presents,Comedy|Drama,2005,68,1,2011-05-09 21:53:01
42176,"Ear, The",Drama|Thriller,1970,318,4,2015-06-26 08:56:40
42191,Luxo Jr.,Animation|Children,1986,105,5,2015-11-03 17:44:56
42285,"Dentist, The",Horror|Thriller,1996,274,3,2009-05-08 06:23:58
42418,"New World, The",Adventure|Drama|Romance,2005,599,3,2017-06-27 00:22:53
42422,Voices of a Distant Star,Animation|Drama|Romance|Scifi,2003,477,5,2009-09-08 02:42:34
42556,7 Faces of Dr. Lao,Fantasy|Mystery|Western,1964,377,5,2012-06-22 05:22:25
42559,Samurai Assassin,Action|Adventure|Drama,1965,599,3,2018-02-21 03:32:20
42602,"Boys of Baraka, The",Documentary,2005,414,4,2008-12-25 03:04:09
42632,Lady Vengeance,Crime|Drama|Mystery|Thriller,2005,610,4,2016-11-19 08:45:24
42638,Grand Theft Parsons,Comedy|Drama,2003,599,3,2018-02-23 01:18:53
42718,District 13,Action|Crime|Scifi,2004,68,4,2009-12-17 21:39:38
42723,Hostel,Horror,2005,610,4,2016-11-19 08:48:49
42725,Grandma's Boy,Comedy,2006,599,3,2017-06-26 22:11:16
42728,Tristan & Isolde,Drama|Romance,2006,232,3,2008-03-31 20:39:29
42730,Glory Road,Drama,2006,140,5,2006-07-14 17:33:05
42732,Last Holiday,Comedy,2006,288,4,2006-08-14 19:47:45
42734,Hoodwinked!,Animation|Children|Comedy,2005,401,2,2018-01-14 03:55:22
42738,Underworld: Evolution,Action|Fantasy|Horror,2006,480,3,2007-05-14 18:01:00
42740,Looking for Comedy in the Muslim World,Comedy,2005,474,4,2006-12-08 01:08:01
42761,Casper Meets Wendy,Adventure|Children|Comedy|Fantasy,1998,89,5,2018-03-07 07:52:21
42943,Revolution,Adventure|Drama|War,1985,599,3,2018-02-22 01:50:13
42946,Project A,Action|Comedy,1983,610,5,2016-11-19 07:59:32
43289,"Bird People in China, The",Adventure|Comedy|Drama|Fantasy,1998,610,4,2016-11-19 08:48:36
43333,Water,Drama|Romance,2005,474,4,2007-09-17 01:03:01
43376,Sophie Scholl: The Final Days,Drama|War,2005,381,5,2010-01-07 21:27:35
43396,"World's Fastest Indian, The",Drama,2005,480,4,2007-05-14 17:16:58
43419,Bandidas,Action|Comedy|Crime|Western,2006,599,1,2017-06-30 04:31:01
43460,Tristram Shandy: A Cock and Bull Story,Comedy|Drama,2005,288,3,2008-02-25 16:29:16
43549,Helter Skelter,Action|Crime|Drama|Horror,2004,274,4,2009-04-07 16:43:36
43556,Annapolis,Drama,2006,232,3,2006-09-03 02:10:43
43558,Big Momma's House 2,Action|Comedy|Crime,2006,448,2,2012-06-02 15:48:51
43560,Nanny McPhee,Children|Comedy|Fantasy,2005,177,4,2015-07-02 11:40:34
43677,"Tuskegee Airmen, The",Drama|War,1995,599,2,2018-02-23 06:38:54
43679,Final Destination 3,Horror|Mystery|Thriller,2006,610,4,2017-05-03 22:06:26
43684,Something New,Comedy|Drama|Romance,2006,553,5,2008-08-24 06:41:56
43708,Block Party,Comedy|Documentary,2005,438,3,2006-03-13 21:09:50
43744,Imagine Me & You,Comedy|Drama|Romance,2005,596,4,2018-09-01 19:15:37
43869,Curious George,Adventure|Animation|Children|Comedy,2006,288,3,2007-03-08 14:20:55
43871,Firewall,Crime|Drama|Thriller,2006,448,2,2006-12-22 21:53:26
43908,London,Drama,2005,599,3,2017-06-27 01:19:29
43912,Freedomland,Crime|Drama,2006,414,2,2006-06-12 16:34:26
43914,Winter Passing,Drama,2005,480,4,2007-05-14 17:33:27
43917,Eight Below,Action|Adventure|Drama|Romance,2006,414,4,2006-09-01 17:40:43
43919,Date Movie,Comedy|Romance,2006,249,1,2012-09-04 11:33:16
43928,Ultraviolet,Action|Fantasy|Scifi|Thriller,2006,599,1,2018-02-21 02:08:56
43930,Just My Luck,Comedy|Romance,2006,563,3,2015-09-10 00:31:18
43936,16 Blocks,Crime|Thriller,2006,610,3,2017-05-03 21:18:08
44004,Failure to Launch,Comedy|Romance,2006,307,2,2007-08-04 20:03:57
44020,Ultimate Avengers,Action|Animation|Children|Scifi,2006,380,3,2018-09-13 21:26:17
44022,Ice Age 2: The Meltdown,Adventure|Animation|Children|Comedy,2006,606,4,2009-11-28 22:11:15
44189,Ask the Dust,Drama|Romance,2006,606,4,2007-02-17 16:32:51
44191,V for Vendetta,Action|Scifi|Thriller|IMAX,2006,471,4,2017-06-05 14:12:34
44193,She's the Man,Comedy|Romance,2006,583,4,2016-12-11 16:42:14
44195,Thank You for Smoking,Comedy|Drama,2006,414,5,2006-04-20 16:21:14
44197,Find Me Guilty,Comedy|Crime|Drama,2006,480,3,2007-05-14 17:32:34
44199,Inside Man,Crime|Drama|Thriller,2006,495,5,2016-03-22 08:30:56
44204,Tsotsi,Crime|Drama,2005,28,3,2009-02-14 00:31:17
44225,Aquamarine,Children|Comedy|Fantasy,2006,563,3,2015-09-10 00:40:39
44238,Leprechaun 2,Comedy|Fantasy|Horror,1994,599,3,2017-06-27 01:31:09
44241,Leprechaun 3,Comedy|Fantasy|Horror,1995,599,2,2018-02-22 00:19:46
44243,Leprechaun 4: In Space,Comedy|Fantasy|Horror|Scifi,1997,599,1,2017-06-26 18:46:15
44301,Lights in the Dusk,Crime|Drama,2006,606,4,2008-05-02 18:54:46
44511,Unknown White Male,Documentary,2005,474,4,2006-12-08 01:09:43
44555,"Lives of Others, The",Drama|Romance|Thriller,2006,610,3,2017-05-03 20:59:33
44597,Youth of the Beast,Action|Crime|Mystery,1963,610,4,2016-11-19 08:44:09
44613,Take the Lead,Drama,2006,175,5,2009-02-09 14:23:10
44633,"Devil and Daniel Johnston, The",Documentary,2005,253,5,2010-10-09 17:09:09
44657,Mouchette,Drama,1967,387,3,2007-07-22 21:13:40
44665,Lucky Number Slevin,Crime|Drama|Mystery,2006,318,4,2014-12-20 13:18:58
44694,Volver,Comedy|Drama,2006,474,4,2007-06-09 00:15:14
44709,Akeelah and the Bee,Drama,2006,68,4,2009-12-17 21:36:11
44731,Stay Alive,Horror|Scifi|Thriller,2006,599,1,2018-02-24 01:54:07
44759,Basic Instinct 2,Crime|Drama|Mystery|Thriller,2006,387,1,2007-12-30 11:08:29
44761,Brick,Crime|Drama|Film-Noir|Mystery,2005,474,4,2006-12-08 01:07:26
44773,"Dead Hate the Living!, The",Comedy|Horror,2000,89,3,2018-03-07 07:59:31
44777,Evil Aliens,Comedy|Horror|Scifi,2005,89,5,2018-03-07 07:52:55
44788,This Film Is Not Yet Rated,Documentary,2006,414,3,2008-07-15 19:11:42
44828,Slither,Comedy|Horror|Scifi,2006,274,4,2007-02-14 23:25:01
44840,"Benchwarmers, The",Comedy,2006,408,3,2016-07-12 22:13:28
44849,Renaissance,Action|Animation|Film-Noir|Scifi|Thriller,2006,599,3,2017-06-26 22:31:15
44851,Go for Zucker!,Comedy,2004,89,5,2018-03-07 07:50:05
44864,Friends with Money,Comedy|Drama|Romance,2006,387,3,2006-09-10 06:45:12
44889,Reefer Madness: The Movie Musical,Comedy|Drama|Musical,2005,538,5,2011-06-12 02:47:00
44929,Candy,Drama|Romance,2006,254,5,2007-05-30 22:11:22
44931,Secrets of a Soul,Drama,1926,318,5,2015-02-17 09:13:34
44937,"Child, The",Crime|Drama,2005,74,4,2008-04-06 17:18:38
44943,9/11,Documentary,2002,390,5,2009-08-15 11:34:37
44972,Scary Movie 4,Comedy|Horror,2006,438,2,2006-05-06 14:03:45
44974,Hard Candy,Drama|Thriller,2005,610,4,2017-05-03 22:14:00
45028,"Prairie Home Companion, A",Comedy|Drama|Musical,2006,600,3,2009-03-23 23:29:19
45062,"Sentinel, The",Crime|Drama|Thriller,2006,414,4,2006-09-01 17:41:02
45074,"Wild, The",Adventure|Animation|Children|Comedy|Fantasy,2006,381,3,2006-11-24 15:43:50
45081,Silent Hill,Fantasy|Horror|Thriller,2006,387,3,2008-05-11 06:40:52
45106,American Dreamz,Comedy|Drama,2006,200,3,2008-12-21 16:35:58
45175,Kinky Boots,Comedy|Drama,2005,596,4,2018-09-01 20:12:22
45183,"Protector, The",Action|Comedy|Crime|Thriller,2005,599,3,2017-06-27 01:08:36
45186,Mission: Impossible III,Action|Adventure|Thriller,2006,534,4,2016-04-04 16:39:56
45208,RV,Adventure|Children|Comedy,2006,232,3,2008-08-08 04:23:38
45210,United 93,Crime|Drama,2006,414,4,2006-05-01 20:24:00
45221,Stick It,Comedy,2006,73,4,2016-05-25 17:54:59
45361,"American Haunting, An",Drama|Horror|Mystery|Thriller,2005,381,1,2006-11-24 15:43:58
45382,Down in the Valley,Drama|Romance,2005,462,4,2006-09-21 14:45:03
45431,Over the Hedge,Adventure|Animation|Children|Comedy,2006,586,5,2018-06-25 04:06:57
45440,Art School Confidential,Comedy|Drama,2006,125,5,2016-09-19 14:32:25
45442,Poseidon,Action|Adventure|Thriller|IMAX,2006,480,4,2007-05-14 18:10:23
45447,"Da Vinci Code, The",Drama|Mystery|Thriller,2006,466,4,2015-08-18 16:33:42
45499,X-Men: The Last Stand,Action|Scifi|Thriller,2006,477,4,2008-01-21 18:31:29
45501,"Break-Up, The",Comedy|Drama|Romance,2006,414,2,2007-05-28 17:32:54
45503,Peaceful Warrior,Drama,2006,432,5,2011-09-19 00:16:28
45517,Cars,Animation|Children|Comedy,2006,331,3,2018-09-17 04:24:25
45635,"Notorious Bettie Page, The",Drama,2005,474,3,2006-12-08 01:09:35
45648,Game 6,Comedy|Drama,2005,599,3,2017-06-26 21:15:58
45658,On a Clear Day,Drama,2005,28,2,2009-03-06 04:25:34
45666,Nacho Libre,Comedy,2006,520,3,2012-01-16 04:23:18
45668,"Lake House, The",Drama|Fantasy|Romance,2006,580,3,2007-01-03 22:00:10
45672,Click,Adventure|Comedy|Drama|Fantasy|Romance,2006,610,3,2017-05-03 21:02:07
45720,"Devil Wears Prada, The",Comedy|Drama,2006,466,5,2015-08-18 16:37:07
45722,Pirates of the Caribbean: Dead Man's Chest,Action|Adventure|Fantasy,2006,480,4,2007-05-14 17:35:41
45726,"You, Me and Dupree",Comedy,2006,480,3,2007-05-14 18:12:44
45728,Clerks II,Comedy,2006,369,4,2009-03-15 02:00:59
